Date,Job_Title,Rating,Current/Former,View_URL,Summary,Location,Recommend,CEO Approval,Business Outlook,Pros,Cons
7-Jan-21, Head of Supply Chain,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW40223950.htm,Large group with advantages and drawbacks,"in Bordeaux, Aquitaine",Recommend,CEO Approval,Business Outlook,Large variety of functions available,Inertia of a big group
12-Jan-21, Systems Engineer,5.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW40518302.htm,excellent,"in Bucharest, Bucuresti",Recommend,CEO Approval,Business Outlook,"good work environment, management and opportunities",no cons so far yet
9-Jan-21, Working Student,5.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW40328150.htm,Really nice environment,in Taufkirchen,Recommend,CEO Approval,Business Outlook,Huge networking opportunities inside the company,Airline Industry is not stable
4-Jan-21, Customer Support Manager,5.0,"Current Employee, more than 3 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW40087807.htm,Good company,in Toulouse,Recommend,CEO Approval,Business Outlook,"Holidays, well being at work","Salary increase, too big, no possibility to evolve"
7-Jan-21, Aerospace Engineer,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW40241285.htm,The best,in Toulouse,Recommend,CEO Approval,Business Outlook,The best company to work,Nothing bad to mention here
2-Dec-20, Associate Systems Engineer,5.0,"Current Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW38959138.htm,Great Place to work at.,in Bangalore,Recommend,CEO Approval,Business Outlook,"Everyone is very helpful and sweet. They'll help you a lot, but just make sure you try everything before asking for help (just for positive impact).",------ ------ ------ ------- -------
17-Mar-21, Associate Systems Engineer,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44127177.htm,A nice place to work,in Bangalore Rural,Recommend,CEO Approval,Business Outlook,Work life balance is good. A lot of learning opportunities are there.,Can improve training area for software developers
10-Mar-21, Operations Manager,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43770806.htm,Great place to work,in Dubai,Recommend,CEO Approval,Business Outlook,Great people who are very passionate about what they do.,Digital integration and application is a bit behind
1-Apr-21, Client Services Manager,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44875165.htm,Cool,,Recommend,CEO Approval,Business Outlook,"Benefits, salary, time schedule, cantine",Looks like working for public organization
4-Jan-21, Human Resource,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW40055973.htm,-,in Singapore,Recommend,CEO Approval,Business Outlook,Good culture and friendly environment,Might have too many levels at times
25-Mar-21, Airbus,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44572695.htm,Good start,"in Mirabel, QC",Recommend,CEO Approval,Business Outlook,Good benefit and starting salary for entry position,far from downtown and everything else
27-Mar-21, Engineer,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44666196.htm,Great place to work,"in Munich, Bavaria",Recommend,CEO Approval,Business Outlook,People are passionate about products,People are very process oriented
7-May-21, Finance,1.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW46611749.htm,poor culture,,Recommend,CEO Approval,Business Outlook,"multinational mncs, big player in the aviation sector.","snobbish management, unwilling to listen."
26-Mar-21, Associate Engineer,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44620585.htm,good experience,in Bangalore,Recommend,CEO Approval,Business Outlook,decent salary and open work culture,computer job is monotonous after some time
19-Mar-21, Reliability Engineer,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44279422.htm,Great company,"in Seletar,",Recommend,CEO Approval,Business Outlook,"Policy in general align with Hq.
Great colleague
Flexible work arrange ment","Management consistent 
Leadership directive 
Lack of trust"
26-Mar-21, Data Analyst,4.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44604438.htm,Great place to work,in Hamburg,Recommend,CEO Approval,Business Outlook,"Flexible working hours
Nice team
Interesting projects",Corporate processes slows down development
21-Mar-21, Internship,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44322077.htm,Good,"in Portsmouth, England",Recommend,CEO Approval,Business Outlook,Nice working environment and helpful kind people to work with,CanÕt think of any major cons!
30-Dec-20, Engineer,5.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW39934011.htm,nice company,,Recommend,CEO Approval,Business Outlook,the people and the culture,the covid is a big hit
16-Mar-21, Associate Software Engineer,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44073712.htm,Good culture Less growth,in Bangalore,Recommend,CEO Approval,Business Outlook,Good work environment and good culture,Less growth opportunity in the Industry
16-Mar-21, Data Manager,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44055331.htm,Sehr Gut,"in Augsburg, Bavaria",Recommend,CEO Approval,Business Outlook,Perfect work life balance in the Org,Everything was fine in the org
22-Mar-21, Associate Engineer,3.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44362898.htm,Excellent place to stay,in Bangalore,Recommend,CEO Approval,Business Outlook,"Good Salary, Work Life Balance",Growth opportunities are abysmal here
22-Mar-21, Aircraft Fitter,4.0,"Current Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44385572.htm,Great place,,Recommend,CEO Approval,Business Outlook,"Great opprtunities
Great place to work","Shift patterns
Can be repetitive lol"
14-Mar-21, Manager,4.0,"Former Employee, more than 5 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43987485.htm,Excellent company,in Toulouse,Recommend,CEO Approval,Business Outlook,Good conditions and work-life balance,Salaries tend to be on the low side
24-Mar-21, Intern,3.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW44495627.htm,Intern,in Hamburg,Recommend,CEO Approval,Business Outlook,"Good sources, support by managers","HR services, working hours, drills"
7-Mar-21, lead supply Chain Quality Manager,4.0,"Former Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43622554.htm,Great company to work for,"in Chester, England",Recommend,CEO Approval,Business Outlook,Opportunities for growth and mobility,SalaryÕs in the UK are much lower than other sites .
23-Dec-20, Stress Engineer,5.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW39758611.htm,Ok,"in Bristol, England",Recommend,CEO Approval,Business Outlook,Long driving from my home.,No problem with this company.
19-Dec-20, Anonymous Employee,5.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW39624336.htm,consultant,,Recommend,CEO Approval,Business Outlook,"work life balance
projects worked upon are motivating",nothing much to say about con
26-Nov-20, Ingenieur,5.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW38777896.htm,Very nice company,"in Bremen, Bremen",Recommend,CEO Approval,Business Outlook,"People love their job, friendly environment, very international and rewarding","For somebody who enjoys always learning more about software development, the environment is too outdated"
11-Mar-21, Mechanical Engineer,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43867531.htm,not bad,"in Moscow, Moskva",Recommend,CEO Approval,Business Outlook,relatively modern and highTech company,too big and specialist has has small opportunities
10-Nov-20, Engineer,3.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW38174586.htm,Good Company for Aerospace Lovers to Settle Down,in Bangalore,Recommend,CEO Approval,Business Outlook,"- Stable job
- Decent Salary
- Travel
- Scope of Innovation
- Scope to solve complex Problems","- Slow Growth
- Not a place for Super high Achievers
- People with Tech skills do well, but people with network do better
- No scope for learning deep technical skills for majority of individuals in Bangalore
- People at high management are sitting at same position for 10 years. This is leading to organizational stagnation."
9-Mar-21, Procurement Manager,4.0,"Former Employee, more than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43730443.htm,Great experience,,Recommend,CEO Approval,Business Outlook,"Good environment, the product, ability to learn",There is no visibility of the processes
2-Feb-21, Avionics Technician,4.0,Former Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW41817667.htm,Great company to get started with,"in Montreal, QC",Recommend,CEO Approval,Business Outlook,"The pay was good, I got to work with a great teamand the whole thing was well structured",Lack of Communication and can get a bit repetitive
10-Dec-20, Supply Chain Manager,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW39334548.htm,Airbus DS,in Toulouse,Recommend,CEO Approval,Business Outlook,The variety of jobs and missions,The entry salary as an engineer
7-Mar-21, Sales Director,3.0,"Current Employee, more than 10 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43598658.htm,Airbus,in Dubai,Recommend,CEO Approval,Business Outlook,opportunity to be involved in very interesting and attractive projects,low package comparing other industries
21-Feb-21, Assistant Design Engineer (Management Trainee),3.0,"Former Employee, less than 1 year",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW42833495.htm,Assistant Design Engineer (Management Trainee),in Singapore,Recommend,CEO Approval,Business Outlook,Good career progression and good upper management,"Unfriendly working environment, no one talks to each other"
6-Mar-21, Anonymous Employee,4.0,"Current Employee, more than 8 years",https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43568857.htm,AUK Review,"in Bristol, England",Recommend,CEO Approval,Business Outlook,"Work environment, work security and stability.",Pay level is not satisfactory.
2-Mar-21, Anonymous Employee,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43332843.htm,Good company to work for,,Recommend,CEO Approval,Business Outlook,"Good work environment, good colleagues","Not yet, keep it up"
6-Dec-20, FRR Lead,5.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW39146691.htm,great,in Adelaide,Recommend,CEO Approval,Business Outlook,worklife balance is a good one,politics is a good one
6-Mar-21, International Sales Director,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW43577784.htm,Best products,in Toulouse,Recommend,CEO Approval,Business Outlook,"Technologies, people, environment, motivation, safety","salary, industrial culture, bureaucracy, slow"
22-Dec-20, Aircraft Maintenance Technician,4.0,Current Employee,https://www.glassdoor.com/Reviews/Employee-Review-Airbus-RVW39736913.htm,The function of the Base Maintenance is to carry out all routine scheduled ÒAÓ,in Sharjah,Recommend,CEO Approval,Business Outlook,"The function of the Base Maintenance is to carry out all routine scheduled ÒAÓ
& ÒCÓ check maintenance tasks & any unscheduled major repair, replacement
& modifications on company operated aircraft & customer aircraft within the
scope of approval also carry out Line Maintenance .",they are firing people in pandemic
